Unnamed: 0,task,model,temp,rep,original_response,pid,original_response_cleaned,response,invalid,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,category,SS,jump_cat,jump_SS,jump,originality,jump_profile
4002,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,leopard,148,leopard,leopard,,,7,1,elephant,elephant,3,1,0.826605141162872,1,0,0,,0
4003,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,rhinoceros,148,rhinoceros,rhinoceros,,,10,1,leopard,leopard,4,9,0.831972360610962,1,0,0,,0
4004,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,zebra,148,zebra,zebra,,,5,1,rhinoceros,rhinoceros,5,9,0.827096879482269,0,0,0,,0
4005,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,giraffe,148,giraffe,giraffe,,,7,1,zebra,zebra,6,14,0.819354712963104,1,0,0,,0
4006,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,hippopotamus,148,hippopotamus,hippopotamus,,,12,1,giraffe,giraffe,7,9,0.828556776046753,1,0,0,,0
4007,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,cheetah,148,cheetah,cheetah,,,7,1,hippopotamus,hippopotamus,8,1,0.801960647106171,1,0,0,,0
4008,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,monkey,148,monkey,monkey,,,6,1,cheetah,cheetah,9,4,0.819778740406036,1,0,0,,0
4009,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,gorilla,148,gorilla,gorilla,,,7,1,monkey,monkey,10,4,0.854368686676025,0,0,0,,0
4010,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,chimpanzee,148,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,11,4,0.84937983751297,0,0,0,,0
4011,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,orangutan,148,orangutan,orangutan,,,9,1,chimpanzee,chimpanzee,12,9,0.887570559978485,1,0,0,,0
4012,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,baboon,148,baboon,baboon,,,6,1,orangutan,orangutan,13,4,0.842430293560028,1,0,0,,0
4013,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,impala,148,impala,impala,,,6,1,baboon,baboon,14,5,0.790949523448944,1,1,1,,1
4014,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,antelope,148,antelope,antelope,,,8,1,impala,impala,15,15,0.809474468231201,1,0,0,,1
4015,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,kudu,148,kudu,kudu,,,4,1,antelope,antelope,16,9,0.815720021724701,1,0,0,,1
4016,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,buffalo,148,buffalo,buffalo,,,7,1,kudu,kudu,17,9,0.797523140907288,0,1,0,,1
4017,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,wildebeest,148,wildebeest,wildebeest,,,10,1,buffalo,buffalo,18,9,0.783533930778503,0,1,0,,1
4018,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,3,hyena,148,hyena,hyena,,,5,1,wildebeest,wildebeest,19,9,0.859709024429321,0,0,0,,1
4030,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,tiger,149,tiger,tiger,,,5,1,lion,lion,1,6,0.843052387237549,1,0,0,,0
4031,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,elephant,149,elephant,elephant,,,8,1,tiger,tiger,2,9,0.818225085735321,1,0,0,,0
4032,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,rhino,149,rhino,rhino,,,5,1,elephant,elephant,3,9,0.836432576179504,0,0,0,,0
4033,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,bear,149,bear,bear,,,4,1,rhino,rhino,4,6,0.784033834934235,1,1,1,,1
4034,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,giraffe,149,giraffe,giraffe,,,7,1,bear,bear,5,14,0.829086184501648,1,0,0,,1
4035,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,zebra,149,zebra,zebra,,,5,1,giraffe,giraffe,6,9,0.819354712963104,1,0,0,,1
4036,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,hippopotamus,149,hippopotamus,hippopotamus,,,12,1,zebra,zebra,7,9,0.811991214752197,0,0,0,,1
4037,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,cheetah,149,cheetah,cheetah,,,7,1,hippopotamus,hippopotamus,8,1,0.801960647106171,1,0,0,,1
4038,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,leopard,149,leopard,leopard,,,7,1,cheetah,cheetah,9,1,0.850775182247162,0,0,0,,1
4039,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,monkey,149,monkey,monkey,,,6,1,leopard,leopard,10,4,0.814814329147339,1,0,0,,1
4040,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,gorilla,149,gorilla,gorilla,,,7,1,monkey,monkey,11,4,0.854368686676025,0,0,0,,1
4041,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,deer,149,deer,deer,,,4,1,gorilla,gorilla,12,8,0.779019415378571,1,1,1,,2
4042,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,moose,149,moose,moose,,,5,1,deer,deer,13,8,0.855449318885803,0,0,0,,2
4043,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,antelope,149,antelope,antelope,,,8,1,moose,moose,14,15,0.825497269630432,1,0,0,,2
4044,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,kangaroo,149,kangaroo,kangaroo,,,8,1,antelope,antelope,15,5,0.819838643074036,1,0,0,,2
4045,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,wallaby,149,wallaby,wallaby,,,7,1,kangaroo,kangaroo,16,5,0.906508207321167,0,0,0,,2
4046,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,koala,149,koala,koala,,,5,1,wallaby,wallaby,17,5,0.853112280368805,0,0,0,,2
4047,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,wombat,149,wombat,wombat,,,6,1,koala,koala,18,5,0.855783581733704,0,0,0,,2
4048,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,4,panda,149,panda,panda,,,5,1,wombat,wombat,19,6,0.8083575963974,1,0,0,,2
4060,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,tiger,150,tiger,tiger,,,5,1,lion,lion,1,6,0.843052387237549,1,0,0,,0
4061,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,elephant,150,elephant,elephant,,,8,1,tiger,tiger,2,9,0.818225085735321,1,0,0,,0
4062,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,giraffe,150,giraffe,giraffe,,,7,1,elephant,elephant,3,14,0.850128412246704,1,0,0,,0
4063,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,rhinoceros,150,rhinoceros,rhinoceros,,,10,1,giraffe,giraffe,4,9,0.830271601676941,1,0,0,,0
4064,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,cheetah,150,cheetah,cheetah,,,7,1,rhinoceros,rhinoceros,5,1,0.810217440128326,1,0,0,,0
4065,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,zebra,150,zebra,zebra,,,5,1,cheetah,cheetah,6,9,0.820722460746765,1,0,0,,0
4066,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,hippopotamus,150,hippopotamus,hippopotamus,,,12,1,zebra,zebra,7,9,0.811991214752197,0,0,0,,0
4067,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,leopard,150,leopard,leopard,,,7,1,hippopotamus,hippopotamus,8,1,0.791801691055298,1,1,1,,1
4068,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,gorilla,150,gorilla,gorilla,,,7,1,leopard,leopard,9,4,0.861004769802094,1,0,0,,1
4069,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,hyena,150,hyena,hyena,,,5,1,gorilla,gorilla,10,9,0.851034164428711,1,0,0,,1
4070,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,antelope,150,antelope,antelope,,,8,1,hyena,hyena,11,15,0.851922869682312,1,0,0,,1
4071,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,crocodile,150,crocodile,crocodile,,,9,1,antelope,antelope,12,7,0.811543047428131,1,0,0,,1
4072,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,monkey,150,monkey,monkey,,,6,1,crocodile,crocodile,13,4,0.82018107175827,1,0,0,,1
4073,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,buffalo,150,buffalo,buffalo,,,7,1,monkey,monkey,14,9,0.815639972686768,1,0,0,,1
4074,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,kangaroo,150,kangaroo,kangaroo,,,8,1,buffalo,buffalo,15,5,0.795975089073181,1,1,1,,2
4075,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,koala,150,koala,koala,,,5,1,kangaroo,kangaroo,16,5,0.875015616416931,0,0,0,,2
4076,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,wombat,150,wombat,wombat,,,6,1,koala,koala,17,5,0.855783581733704,0,0,0,,2
4077,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,tasmanian devil,150,tasmanian devil,tasmanian devil,,,15,2,wombat,wombat,18,5,0.81490683555603,0,0,0,,2
4078,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.7,5,wallaby,150,wallaby,wallaby,,,7,1,tasmanian devil,tasmanian devil,19,5,0.821865439414978,0,0,0,,2
4089,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,tiger,151,tiger,tiger,,,5,1,lion,lion,1,6,0.843052387237549,1,0,0,,0
4090,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,elephant,151,elephant,elephant,,,8,1,tiger,tiger,2,9,0.818225085735321,1,0,0,,0
4091,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,rhino,151,rhino,rhino,,,5,1,elephant,elephant,3,9,0.836432576179504,0,0,0,,0
4092,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,giraffe,151,giraffe,giraffe,,,7,1,rhino,rhino,4,14,0.820560693740845,1,0,0,,0
4093,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,zebra,151,zebra,zebra,,,5,1,giraffe,giraffe,5,9,0.819354712963104,1,0,0,,0
4094,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,gorilla,151,gorilla,gorilla,,,7,1,zebra,zebra,6,4,0.844630300998688,1,0,0,,0
4095,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,hippo,151,hippo,hippo,,,5,1,gorilla,gorilla,7,9,0.819800734519959,1,0,0,,0
4096,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,crocodile,151,crocodile,crocodile,,,9,1,hippo,hippo,8,7,0.81529974937439,1,0,0,,0
4097,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,cheetah,151,cheetah,cheetah,,,7,1,crocodile,crocodile,9,1,0.805319130420685,1,0,0,,0
4098,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,leopard,151,leopard,leopard,,,7,1,cheetah,cheetah,10,1,0.850775182247162,0,0,0,,0
4099,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,buffalo,151,buffalo,buffalo,,,7,1,leopard,leopard,11,9,0.777705550193787,1,1,1,,1
4100,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,mongoose,151,mongoose,mongoose,,,8,1,buffalo,buffalo,12,9,0.755533576011658,0,1,0,,1
4101,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,hyena,151,hyena,hyena,,,5,1,mongoose,mongoose,13,9,0.80622148513794,0,0,0,,1
4102,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,antelope,151,antelope,antelope,,,8,1,hyena,hyena,14,15,0.851922869682312,1,0,0,,1
4103,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,wildebeest,151,wildebeest,wildebeest,,,10,1,antelope,antelope,15,9,0.846539437770844,1,0,0,,1
4104,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,impala,151,impala,impala,,,6,1,wildebeest,wildebeest,16,5,0.805195689201355,1,0,0,,1
4105,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,warthog,151,warthog,warthog,,,7,1,impala,impala,17,13,0.807272672653198,1,0,0,,1
4106,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,vulture,151,vulture,vulture,,,7,1,warthog,warthog,18,8,0.731807768344879,1,1,1,,2
4107,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,1,ostrich,151,ostrich,ostrich,,,7,1,vulture,vulture,19,10,0.754681825637817,1,1,1,,3
4118,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,tiger,152,tiger,tiger,,,5,1,elephant,elephant,1,6,0.818225085735321,1,0,0,,0
4119,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,lion,152,lion,lion,,,4,1,tiger,tiger,2,1,0.843052387237549,1,0,0,,0
4120,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,cheetah,152,cheetah,cheetah,,,7,1,lion,lion,3,1,0.835431933403015,0,0,0,,0
4121,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,zebra,152,zebra,zebra,,,5,1,cheetah,cheetah,4,9,0.820722460746765,1,0,0,,0
4122,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,giraffe,152,giraffe,giraffe,,,7,1,zebra,zebra,5,14,0.819354712963104,1,0,0,,0
4123,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,hippopotamus,152,hippopotamus,hippopotamus,,,12,1,giraffe,giraffe,6,9,0.828556776046753,1,0,0,,0
4124,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,rhinoceros,152,rhinoceros,rhinoceros,,,10,1,hippopotamus,hippopotamus,7,9,0.844672858715057,0,0,0,,0
4125,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,leopard,152,leopard,leopard,,,7,1,rhinoceros,rhinoceros,8,1,0.831972360610962,1,0,0,,0
4126,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,chimpanzee,152,chimpanzee,chimpanzee,,,10,1,leopard,leopard,9,4,0.797835946083069,1,1,1,,1
4127,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,gorilla,152,gorilla,gorilla,,,7,1,chimpanzee,chimpanzee,10,4,0.84937983751297,0,0,0,,1
4128,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,monkey,152,monkey,monkey,,,6,1,gorilla,gorilla,11,4,0.854368686676025,0,0,0,,1
4129,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,hyena,152,hyena,hyena,,,5,1,monkey,monkey,12,9,0.83631181716919,1,0,0,,1
4130,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,wild dog,152,wild dog,wild dog,,,8,2,hyena,hyena,13,3,0.825610637664795,1,0,0,,1
4131,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,baboon,152,baboon,baboon,,,6,1,wild dog,wild dog,14,4,0.822429776191711,1,0,0,,1
4132,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,eland,152,eland,eland,,,5,1,baboon,baboon,15,9,0.79733008146286,1,1,1,,2
4133,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,buffalo,152,buffalo,buffalo,,,7,1,eland,eland,16,9,0.777862906455994,0,1,0,,2
4134,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,antelope,152,antelope,antelope,,,8,1,buffalo,buffalo,17,15,0.806545615196228,1,0,0,,2
4135,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,wildebeest,152,wildebeest,wildebeest,,,10,1,antelope,antelope,18,9,0.846539437770844,1,0,0,,2
4136,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,2,warthog,152,warthog,warthog,,,7,1,wildebeest,wildebeest,19,13,0.798089921474457,1,1,1,,3
4148,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,lion,153,lion,lion,,,4,1,elephant,elephant,1,1,0.824311256408691,1,0,0,,0
4149,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,tiger,153,tiger,tiger,,,5,1,lion,lion,2,6,0.843052387237549,1,0,0,,0
4150,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,giraffe,153,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.825079739093781,1,0,0,,0
4151,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,zebra,153,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.819354712963104,1,0,0,,0
4152,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,rhino,153,rhino,rhino,,,5,1,zebra,zebra,5,9,0.853048980236054,0,0,0,,0
4153,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,cheetah,153,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
4154,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,hippo,153,hippo,hippo,,,5,1,cheetah,cheetah,7,9,0.776253342628479,1,1,1,,1
4155,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,leopard,153,leopard,leopard,,,7,1,hippo,hippo,8,1,0.805010259151459,1,0,0,,1
4156,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,buffalo,153,buffalo,buffalo,,,7,1,leopard,leopard,9,9,0.777705550193787,1,1,1,,2
4157,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,gorilla,153,gorilla,gorilla,,,7,1,buffalo,buffalo,10,4,0.793154060840607,1,1,1,,3
4158,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,hyena,153,hyena,hyena,,,5,1,gorilla,gorilla,11,9,0.851034164428711,1,0,0,,3
4159,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,antelope,153,antelope,antelope,,,8,1,hyena,hyena,12,15,0.851922869682312,1,0,0,,3
4160,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,wildebeest,153,wildebeest,wildebeest,,,10,1,antelope,antelope,13,9,0.846539437770844,1,0,0,,3
4161,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,impala,153,impala,impala,,,6,1,wildebeest,wildebeest,14,5,0.805195689201355,1,0,0,,3
4162,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,crocodile,153,crocodile,crocodile,,,9,1,impala,impala,15,7,0.80983567237854,1,0,0,,3
4163,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,monkey,153,monkey,monkey,,,6,1,crocodile,crocodile,16,4,0.82018107175827,1,0,0,,3
4164,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,chimpanzee,153,chimpanzee,chimpanzee,,,10,1,monkey,monkey,17,4,0.880310952663422,0,0,0,,3
4165,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,baboon,153,baboon,baboon,,,6,1,chimpanzee,chimpanzee,18,4,0.845764219760895,0,0,0,,3
4166,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,3,vulture,153,vulture,vulture,,,7,1,baboon,baboon,19,8,0.743950605392456,1,1,1,,4
4177,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,tiger,154,tiger,tiger,,,5,1,lion,lion,1,6,0.843052387237549,1,0,0,,0
4178,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,cheetah,154,cheetah,cheetah,,,7,1,tiger,tiger,2,1,0.845891714096069,1,0,0,,0
4179,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,leopard,154,leopard,leopard,,,7,1,cheetah,cheetah,3,1,0.850775182247162,0,0,0,,0
4180,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,jaguar,154,jaguar,jaguar,,,6,1,leopard,leopard,4,8,0.868837416172028,1,0,0,,0
4181,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,puma,154,puma,puma,,,4,1,jaguar,jaguar,5,13,0.851387619972229,1,0,0,,0
4182,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,bear,154,bear,bear,,,4,1,puma,puma,6,6,0.818425536155701,1,0,0,,0
4183,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,wolf,154,wolf,wolf,,,4,1,bear,bear,7,8,0.842374444007874,1,0,0,,0
4184,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,fox,154,fox,fox,,,3,1,wolf,wolf,8,8,0.808803200721741,0,0,0,,0
4185,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,hyena,154,hyena,hyena,,,5,1,fox,fox,9,9,0.790301322937012,1,1,1,,1
4186,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,cougar,154,cougar,cougar,,,6,1,hyena,hyena,10,1,0.820040822029114,1,0,0,,1
4187,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,bobcat,154,bobcat,bobcat,,,6,1,cougar,cougar,11,1,0.83366996049881,0,0,0,,1
4188,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,snow leopard,154,snow leopard,snow leopard,,,12,2,bobcat,bobcat,12,1,0.813364386558533,0,0,0,,1
4189,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,panther,154,panther,panther,,,7,1,snow leopard,snow leopard,13,1,0.836036562919617,0,0,0,,1
4190,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,lynx,154,lynx,lynx,,,4,1,panther,panther,14,1,0.869724452495575,0,0,0,,1
4191,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,wild dog,154,wild dog,wild dog,,,8,2,lynx,lynx,15,3,0.786844372749329,1,1,1,,2
4192,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,dingo,154,dingo,dingo,,,5,1,wild dog,wild dog,16,5,0.826494932174683,1,0,0,,2
4193,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,jackal,154,jackal,jackal,,,6,1,dingo,dingo,17,9,0.80950140953064,1,0,0,,2
4194,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,coyote,154,coyote,coyote,,,6,1,jackal,jackal,18,8,0.813035726547241,1,0,0,,2
4195,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,4,wolverine,154,wolverine,wolverine,,,9,1,coyote,coyote,19,8,0.829428613185883,0,0,0,,2
4206,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,lion,155,lion,lion,,,4,1,elephant,elephant,1,1,0.824311256408691,1,0,0,,0
4207,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,tiger,155,tiger,tiger,,,5,1,lion,lion,2,6,0.843052387237549,1,0,0,,0
4208,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,bear,155,bear,bear,,,4,1,tiger,tiger,3,6,0.855704426765442,0,0,0,,0
4209,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,kangaroo,155,kangaroo,kangaroo,,,8,1,bear,bear,4,5,0.827906370162964,1,0,0,,0
4210,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,giraffe,155,giraffe,giraffe,,,7,1,kangaroo,kangaroo,5,14,0.8173868060112,1,0,0,,0
4211,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,zebra,155,zebra,zebra,,,5,1,giraffe,giraffe,6,9,0.819354712963104,1,0,0,,0
4212,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,cheetah,155,cheetah,cheetah,,,7,1,zebra,zebra,7,1,0.820722460746765,1,0,0,,0
4213,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,rhino,155,rhino,rhino,,,5,1,cheetah,cheetah,8,9,0.800948977470398,1,0,0,,0
4214,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,hippo,155,hippo,hippo,,,5,1,rhino,rhino,9,9,0.832446813583374,0,0,0,,0
4215,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,leopard,155,leopard,leopard,,,7,1,hippo,hippo,10,1,0.805010259151459,1,0,0,,0
4216,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,cougar,155,cougar,cougar,,,6,1,leopard,leopard,11,1,0.820760726928711,0,0,0,,0
4217,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,jaguar,155,jaguar,jaguar,,,6,1,cougar,cougar,12,8,0.838678061962128,1,0,0,,0
4218,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,buffalo,155,buffalo,buffalo,,,7,1,jaguar,jaguar,13,9,0.785419344902039,1,1,1,,1
4219,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,wildcat,155,wildcat,wildcat,,,7,1,buffalo,buffalo,14,1,0.774685859680176,1,1,1,,2
4220,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,hyena,155,hyena,hyena,,,5,1,wildcat,wildcat,15,9,0.782097935676575,1,1,1,,3
4221,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,wildebeest,155,wildebeest,wildebeest,,,10,1,hyena,hyena,16,9,0.859709024429321,0,0,0,,3
4222,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,antelope,155,antelope,antelope,,,8,1,wildebeest,wildebeest,17,15,0.846539437770844,1,0,0,,3
4223,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,baboon,155,baboon,baboon,,,6,1,antelope,antelope,18,4,0.829615294933319,1,0,0,,3
4224,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.8,5,chimpanzee,155,chimpanzee,chimpanzee,,,10,1,baboon,baboon,19,4,0.845764219760895,0,0,0,,3
4235,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,lion,156,lion,lion,,,4,1,tiger,tiger,1,1,0.843052387237549,1,0,0,,0
4236,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,elephant,156,elephant,elephant,,,8,1,lion,lion,2,9,0.824311256408691,1,0,0,,0
4237,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,giraffe,156,giraffe,giraffe,,,7,1,elephant,elephant,3,14,0.850128412246704,1,0,0,,0
4238,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,zebra,156,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.819354712963104,1,0,0,,0
4239,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,rhinoceros,156,rhinoceros,rhinoceros,,,10,1,zebra,zebra,5,9,0.827096879482269,0,0,0,,0
4240,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,monkey,156,monkey,monkey,,,6,1,rhinoceros,rhinoceros,6,4,0.798776626586914,1,1,1,,1
4241,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,hippopotamus,156,hippopotamus,hippopotamus,,,12,1,monkey,monkey,7,9,0.821030855178833,1,0,0,,1
4242,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.9,1,cheetah,156,cheetah,cheetah,,,7,1,hippopotamus,hippopotamus,8,1,0.801960647106171,1,0,0,,1
