pid,feature,mean_logRT,n,n_squared
584,feature_Is mammal,1.194876597826047,5,25
585,feature_Is mammal,1.242744948166664,5,25
586,feature_Is mammal,0.5499725333956567,5,25
587,feature_Is mammal,1.2300763060675202,5,25
590,feature_Is mammal,1.589235225941237,5,25
591,feature_Is mammal,2.079566533867987,5,25
592,feature_Is mammal,0.8964628111702296,5,25
593,feature_Is mammal,1.242744948166664,5,25
595,feature_Is mammal,1.1555785717839309,5,25
596,feature_Is mammal,0.6936470556015963,5,25
597,feature_Is mammal,1.9460529959950605,5,25
598,feature_Is mammal,0.5499725333956567,5,25
677,feature_Is mammal,1.9460529959950605,5,25
678,feature_Is mammal,1.7330554318715425,5,25
680,feature_Is mammal,1.6481406243665893,5,25
681,feature_Is mammal,1.09894556645823,5,25
682,feature_Is mammal,0.6937719151040908,5,25
683,feature_Is mammal,0.34732327796733986,5,25
684,feature_Is mammal,0.5499725333956567,5,25
686,feature_Is mammal,1.6096378924367667,5,25
687,feature_Is mammal,1.0597123173116414,5,25
688,feature_Is mammal,1.0240693025968222,5,25
689,feature_Is mammal,2.3979861777572986,5,25
691,feature_Is mammal,1.1971937110929227,5,25
692,feature_Is mammal,1.3865443298750981,5,25
693,feature_Is mammal,1.5224992812266454,5,25
694,feature_Is mammal,0.8962963110299131,5,25
695,feature_Is mammal,0.0009995003330834232,5,25
696,feature_Is mammal,1.09894556645823,5,25
698,feature_Is mammal,0.6936470556015962,5,25
779,feature_Is mammal,1.7008153272263042,5,25
780,feature_Is mammal,0.5372122977009778,5,25
781,feature_Is mammal,1.3865443298750981,5,25
782,feature_Is mammal,2.4849899796493045,5,25
784,feature_Is mammal,1.2617600963201638,5,25
785,feature_Is mammal,1.2907197186426045,5,25
786,feature_Is mammal,1.0597123173116414,5,25
787,feature_Is mammal,1.242744948166664,5,25
788,feature_Is mammal,1.365042596256698,5,25
789,feature_Is mammal,1.09894556645823,5,25
790,feature_Is mammal,1.656854385752759,5,25
791,feature_Is mammal,0.7680948161238156,5,25
792,feature_Is mammal,0.0009995003330834232,5,25
793,feature_Is mammal,1.2299430926378203,5,25
794,feature_Is mammal,1.0597123173116414,5,25
796,feature_Is mammal,1.1516424740191815,5,25
797,feature_Is mammal,1.0695414499171996,5,25
798,feature_Is mammal,1.242744948166664,5,25
893,feature_Is mammal,1.09894556645823,5,25
896,feature_Is mammal,1.09894556645823,5,25
897,feature_Is mammal,1.3198500257983286,5,25
898,feature_Is mammal,0.6937302952699259,5,25
51,feature_Is mammal,1.6123452446238684,6,36
71,feature_Is mammal,1.242744948166664,6,36
198,feature_Is mammal,0.0009995003330834232,6,36
199,feature_Is mammal,1.4981660717979874,6,36
285,feature_Is mammal,1.7919400060750232,6,36
286,feature_Is mammal,1.09894556645823,6,36
287,feature_Is mammal,0.6936470556015963,6,36
288,feature_Is mammal,1.242744948166664,6,36
289,feature_Is mammal,1.3198500257983286,6,36
290,feature_Is mammal,1.3866067947347918,6,36
291,feature_Is mammal,2.3026850879943788,6,36
292,feature_Is mammal,0.5499725333956567,6,36
293,feature_Is mammal,1.445435844232803,6,36
294,feature_Is mammal,1.09894556645823,6,36
295,feature_Is mammal,0.9989773345466532,6,36
296,feature_Is mammal,1.5224992812266454,6,36
297,feature_Is mammal,0.6936470556015963,6,36
298,feature_Is mammal,1.3865443298750981,6,36
379,feature_Is mammal,1.09894556645823,6,36
380,feature_Is mammal,1.7919261220073759,6,36
381,feature_Is mammal,0.0009995003330834232,6,36
382,feature_Is mammal,2.3026850879943788,6,36
383,feature_Is mammal,0.6936470556015963,6,36
384,feature_Is mammal,0.4627645371787587,6,36
385,feature_Is mammal,1.3865443298750981,6,36
387,feature_Is mammal,0.8964628111702296,6,36
388,feature_Is mammal,0.8962963110299131,6,36
389,feature_Is mammal,1.0597400777368562,6,36
390,feature_Is mammal,0.6936470556015963,6,36
391,feature_Is mammal,0.6936470556015963,6,36
392,feature_Is mammal,1.3198500257983286,6,36
394,feature_Is mammal,0.0009995003330834232,6,36
395,feature_Is mammal,1.3865443298750981,6,36
396,feature_Is mammal,0.6936470556015963,6,36
397,feature_Is mammal,1.09894556645823,6,36
398,feature_Is mammal,2.1720195868761794,6,36
474,feature_Is mammal,1.6481406243665893,6,36
475,feature_Is mammal,1.4454913689382725,6,36
476,feature_Is mammal,1.242744948166664,6,36
477,feature_Is mammal,1.5224992812266454,6,36
479,feature_Is mammal,1.09894556645823,6,36
480,feature_Is mammal,0.795034113067002,6,36
481,feature_Is mammal,1.6096378924367667,6,36
482,feature_Is mammal,0.6937719151040908,6,36
483,feature_Is mammal,1.6096378924367667,6,36
484,feature_Is mammal,1.6096378924367667,6,36
486,feature_Is mammal,1.09894556645823,6,36
487,feature_Is mammal,0.8288297988888038,6,36
488,feature_Is mammal,1.09894556645823,6,36
489,feature_Is mammal,1.0400956927383471,6,36
490,feature_Is mammal,1.3865443298750981,6,36
492,feature_Is mammal,1.589235225941237,6,36
493,feature_Is mammal,0.6936470556015963,6,36
494,feature_Is mammal,1.9460529959950605,6,36
496,feature_Is mammal,1.09894556645823,6,36
497,feature_Is mammal,2.0716943391350044,6,36
498,feature_Is mammal,1.7008153272263042,6,36
575,feature_Is mammal,2.0473139360430355,6,36
576,feature_Is mammal,0.5499725333956567,6,36
577,feature_Is mammal,0.6936470556015963,6,36
578,feature_Is mammal,1.3542917294474983,6,36
579,feature_Is mammal,1.4980911111559325,6,36
580,feature_Is mammal,1.2427865888044862,6,36
581,feature_Is mammal,1.6662986629350793,6,36
582,feature_Is mammal,1.4980911111559325,6,36
583,feature_Is mammal,0.6936470556015963,6,36
584,feature_Is mammal,1.3865443298750981,6,36
586,feature_Is mammal,1.09894556645823,6,36
587,feature_Is mammal,1.3865443298750981,6,36
589,feature_Is mammal,0.6936470556015963,6,36
590,feature_Is mammal,1.7778454442159135,6,36
591,feature_Is mammal,0.6936470556015963,6,36
592,feature_Is mammal,1.7919261220073759,6,36
593,feature_Is mammal,1.6481406243665893,6,36
595,feature_Is mammal,1.09894556645823,6,36
597,feature_Is mammal,2.079566533867987,6,36
677,feature_Is mammal,1.3865443298750981,6,36
678,feature_Is mammal,1.6096378924367667,6,36
680,feature_Is mammal,1.3865443298750981,6,36
682,feature_Is mammal,0.34732327796733986,6,36
683,feature_Is mammal,1.09894556645823,6,36
684,feature_Is mammal,1.09894556645823,6,36
686,feature_Is mammal,0.6936470556015963,6,36
687,feature_Is mammal,0.34732327796733986,6,36
688,feature_Is mammal,1.0734250950688722,6,36
690,feature_Is mammal,2.079566533867987,6,36
691,feature_Is mammal,1.2985183388070811,6,36
692,feature_Is mammal,1.09894556645823,6,36
693,feature_Is mammal,0.6936470556015963,6,36
694,feature_Is mammal,0.34732327796733986,6,36
695,feature_Is mammal,0.0009995003330834232,6,36
696,feature_Is mammal,-2.760605474553519,6,36
698,feature_Is mammal,1.3422063433987104,6,36
779,feature_Is mammal,0.6936470556015963,6,36
780,feature_Is mammal,1.9561614902155728,6,36
781,feature_Is mammal,0.6936470556015963,6,36
782,feature_Is mammal,0.6936470556015963,6,36
784,feature_Is mammal,0.34732327796733986,6,36
785,feature_Is mammal,1.1948118209305194,6,36
786,feature_Is mammal,2.079566533867987,6,36
787,feature_Is mammal,1.3865443298750981,6,36
789,feature_Is mammal,0.6936470556015963,6,36
790,feature_Is mammal,1.09894556645823,6,36
791,feature_Is mammal,1.2691763417844089,6,36
792,feature_Is mammal,1.3865443298750981,6,36
793,feature_Is mammal,2.13845805082834,6,36
794,feature_Is mammal,0.9989773345466532,6,36
796,feature_Is mammal,1.242744948166664,6,36
797,feature_Is mammal,1.0734250950688722,6,36
798,feature_Is mammal,0.6936470556015963,6,36
893,feature_Is mammal,2.1973356822749484,6,36
896,feature_Is mammal,-2.9044048562619533,6,36
898,feature_Is mammal,0.6936470556015963,6,36
51,feature_Is mammal,1.09894556645823,7,49
71,feature_Is mammal,1.3542917294474983,7,49
198,feature_Is mammal,1.7919261220073759,7,49
199,feature_Is mammal,0.8964628111702296,7,49
285,feature_Is mammal,1.3865443298750981,7,49
286,feature_Is mammal,1.7919261220073759,7,49
288,feature_Is mammal,0.6936470556015963,7,49
289,feature_Is mammal,1.3542917294474983,7,49
290,feature_Is mammal,2.079566533867987,7,49
291,feature_Is mammal,2.1973356822749484,7,49
292,feature_Is mammal,1.6662986629350793,7,49
293,feature_Is mammal,0.6936470556015963,7,49
294,feature_Is mammal,1.09894556645823,7,49
295,feature_Is mammal,0.8288297988888038,7,49
296,feature_Is mammal,1.1516424740191815,7,49
297,feature_Is mammal,1.7919261220073759,7,49
379,feature_Is mammal,1.6096378924367667,7,49
380,feature_Is mammal,1.3865443298750981,7,49
381,feature_Is mammal,0.6936470556015963,7,49
383,feature_Is mammal,0.0009995003330834232,7,49
384,feature_Is mammal,1.6481406243665893,7,49
385,feature_Is mammal,0.6936470556015963,7,49
387,feature_Is mammal,1.7919677730537673,7,49
388,feature_Is mammal,2.13845805082834,7,49
389,feature_Is mammal,1.6567988579632835,7,49
390,feature_Is mammal,2.079566533867987,7,49
391,feature_Is mammal,0.6936470556015963,7,49
392,feature_Is mammal,1.3865443298750981,7,49
394,feature_Is mammal,0.6936470556015963,7,49
395,feature_Is mammal,0.6936470556015963,7,49
396,feature_Is mammal,1.3865443298750981,7,49
397,feature_Is mammal,1.09894556645823,7,49
398,feature_Is mammal,1.5892560501631086,7,49
474,feature_Is mammal,0.8962963110299131,7,49
475,feature_Is mammal,1.3865443298750981,7,49
476,feature_Is mammal,1.09894556645823,7,49
477,feature_Is mammal,1.589235225941237,7,49
478,feature_Is mammal,1.09894556645823,7,49
480,feature_Is mammal,1.09894556645823,7,49
482,feature_Is mammal,0.6936470556015963,7,49
483,feature_Is mammal,2.1973356822749484,7,49
484,feature_Is mammal,2.3026850879943788,7,49
486,feature_Is mammal,1.3865443298750981,7,49
487,feature_Is mammal,1.09894556645823,7,49
488,feature_Is mammal,1.3865443298750981,7,49
492,feature_Is mammal,1.09894556645823,7,49
493,feature_Is mammal,1.6096378924367667,7,49
495,feature_Is mammal,1.242744948166664,7,49
497,feature_Is mammal,2.1973356822749484,7,49
498,feature_Is mammal,1.3865443298750981,7,49
575,feature_Is mammal,1.6096378924367667,7,49
576,feature_Is mammal,1.9460529959950605,7,49
578,feature_Is mammal,1.3198500257983286,7,49
579,feature_Is mammal,1.9460529959950605,7,49
581,feature_Is mammal,1.1516424740191815,7,49
582,feature_Is mammal,1.09894556645823,7,49
583,feature_Is mammal,1.7919261220073759,7,49
584,feature_Is mammal,1.3542917294474983,7,49
586,feature_Is mammal,1.09894556645823,7,49
587,feature_Is mammal,1.1516424740191815,7,49
589,feature_Is mammal,0.0009995003330834232,7,49
590,feature_Is mammal,1.7919261220073759,7,49
591,feature_Is mammal,0.0009995003330834232,7,49
593,feature_Is mammal,2.079566533867987,7,49
595,feature_Is mammal,0.0009995003330834232,7,49
597,feature_Is mammal,1.09894556645823,7,49
677,feature_Is mammal,1.3865443298750981,7,49
678,feature_Is mammal,0.6936470556015963,7,49
680,feature_Is mammal,0.6936470556015963,7,49
682,feature_Is mammal,0.6937719151040908,7,49
683,feature_Is mammal,1.9460529959950605,7,49
684,feature_Is mammal,1.09894556645823,7,49
687,feature_Is mammal,1.0400956927383471,7,49
688,feature_Is mammal,1.6096378924367667,7,49
690,feature_Is mammal,0.0009995003330834232,7,49
691,feature_Is mammal,1.0696038796684468,7,49
692,feature_Is mammal,1.09894556645823,7,49
693,feature_Is mammal,1.7919261220073759,7,49
694,feature_Is mammal,1.3865443298750981,7,49
695,feature_Is mammal,0.0009995003330834232,7,49
698,feature_Is mammal,2.0038120350970328,7,49
779,feature_Is mammal,0.0009995003330834232,7,49
780,feature_Is mammal,1.1516424740191815,7,49
781,feature_Is mammal,0.6936470556015963,7,49
782,feature_Is mammal,1.5892560501631086,7,49
784,feature_Is mammal,1.7919677730537673,7,49
785,feature_Is mammal,0.5499725333956567,7,49
790,feature_Is mammal,0.6936470556015963,7,49
791,feature_Is mammal,1.7662891034354145,7,49
794,feature_Is mammal,0.6936470556015963,7,49
796,feature_Is mammal,1.3542917294474983,7,49
797,feature_Is mammal,1.3865859731148937,7,49
798,feature_Is mammal,2.079566533867987,7,49
893,feature_Is mammal,1.09894556645823,7,49
896,feature_Is mammal,0.34732327796733986,7,49
51,feature_Is mammal,1.3865443298750981,8,64
71,feature_Is mammal,1.1516424740191815,8,64
198,feature_Is mammal,2.4849899796493045,8,64
285,feature_Is mammal,0.6936470556015963,8,64
286,feature_Is mammal,2.3026850879943788,8,64
288,feature_Is mammal,0.6936470556015963,8,64
289,feature_Is mammal,1.0400956927383471,8,64
290,feature_Is mammal,1.9460529959950605,8,64
291,feature_Is mammal,2.1973356822749484,8,64
292,feature_Is mammal,1.6481406243665893,8,64
293,feature_Is mammal,0.0009995003330834232,8,64
294,feature_Is mammal,1.8446147089347384,8,64
295,feature_Is mammal,1.4772087245346777,8,64
296,feature_Is mammal,2.1973356822749484,8,64
297,feature_Is mammal,1.7919261220073759,8,64
380,feature_Is mammal,1.09894556645823,8,64
381,feature_Is mammal,0.6936470556015963,8,64
383,feature_Is mammal,0.6936470556015963,8,64
387,feature_Is mammal,1.7919400060750232,8,64
388,feature_Is mammal,1.6662986629350793,8,64
389,feature_Is mammal,0.6936470556015963,8,64
390,feature_Is mammal,0.6936470556015963,8,64
391,feature_Is mammal,1.09894556645823,8,64
394,feature_Is mammal,1.1516424740191815,8,64
395,feature_Is mammal,1.7919261220073759,8,64
396,feature_Is mammal,1.6096378924367667,8,64
397,feature_Is mammal,1.3865443298750981,8,64
398,feature_Is mammal,1.1516424740191815,8,64
474,feature_Is mammal,1.09894556645823,8,64
476,feature_Is mammal,1.6096378924367667,8,64
477,feature_Is mammal,2.1973356822749484,8,64
480,feature_Is mammal,0.0009995003330834232,8,64
482,feature_Is mammal,0.6936470556015963,8,64
483,feature_Is mammal,2.1973356822749484,8,64
484,feature_Is mammal,2.079566533867987,8,64
486,feature_Is mammal,0.6936470556015963,8,64
487,feature_Is mammal,1.3865443298750981,8,64
489,feature_Is mammal,2.3026850879943788,8,64
493,feature_Is mammal,1.3865443298750981,8,64
495,feature_Is mammal,1.445435844232803,8,64
496,feature_Is mammal,1.6096378924367667,8,64
497,feature_Is mammal,0.6936470556015963,8,64
498,feature_Is mammal,1.6096378924367667,8,64
575,feature_Is mammal,0.6936470556015963,8,64
576,feature_Is mammal,0.0009995003330834232,8,64
578,feature_Is mammal,1.09894556645823,8,64
579,feature_Is mammal,1.3865443298750981,8,64
581,feature_Is mammal,1.242744948166664,8,64
582,feature_Is mammal,0.6936470556015963,8,64
583,feature_Is mammal,1.7919261220073759,8,64
584,feature_Is mammal,1.3866067947347918,8,64
586,feature_Is mammal,2.3026850879943788,8,64
589,feature_Is mammal,2.1973356822749484,8,64
591,feature_Is mammal,1.09894556645823,8,64
592,feature_Is mammal,1.3865443298750981,8,64
593,feature_Is mammal,1.09894556645823,8,64
595,feature_Is mammal,1.09894556645823,8,64
677,feature_Is mammal,0.6936470556015963,8,64
678,feature_Is mammal,1.7919261220073759,8,64
680,feature_Is mammal,0.6936470556015963,8,64
682,feature_Is mammal,0.0009995003330834232,8,64
683,feature_Is mammal,2.3979861777572986,8,64
687,feature_Is mammal,2.1973356822749484,8,64
688,feature_Is mammal,1.5458166166794474,8,64
691,feature_Is mammal,1.6096378924367667,8,64
693,feature_Is mammal,1.09894556645823,8,64
694,feature_Is mammal,2.4849899796493045,8,64
695,feature_Is mammal,0.0009995003330834232,8,64
698,feature_Is mammal,0.0009995003330834232,8,64
779,feature_Is mammal,0.0009995003330834232,8,64
780,feature_Is mammal,0.6936470556015963,8,64
781,feature_Is mammal,1.3865443298750981,8,64
782,feature_Is mammal,1.8446022131523767,8,64
784,feature_Is mammal,1.3198500257983286,8,64
785,feature_Is mammal,1.2427865888044862,8,64
791,feature_Is mammal,1.9460529959950605,8,64
794,feature_Is mammal,1.3865443298750981,8,64
796,feature_Is mammal,1.5892560501631086,8,64
797,feature_Is mammal,1.329976101444925,8,64
798,feature_Is mammal,0.6936470556015963,8,64
893,feature_Is mammal,0.6936470556015963,8,64
896,feature_Is mammal,1.3865443298750981,8,64
71,feature_Is mammal,1.09894556645823,9,81
198,feature_Is mammal,0.6936470556015963,9,81
285,feature_Is mammal,1.3865443298750981,9,81
286,feature_Is mammal,1.5224992812266454,9,81
288,feature_Is mammal,1.3865443298750981,9,81
289,feature_Is mammal,1.1516424740191815,9,81
290,feature_Is mammal,0.6936470556015963,9,81
291,feature_Is mammal,0.6936470556015963,9,81
292,feature_Is mammal,0.5499725333956567,9,81
293,feature_Is mammal,1.09894556645823,9,81
294,feature_Is mammal,1.0400956927383471,9,81
295,feature_Is mammal,0.8288575593140185,9,81
296,feature_Is mammal,1.6096378924367667,9,81
297,feature_Is mammal,1.09894556645823,9,81
380,feature_Is mammal,1.9460529959950605,9,81
381,feature_Is mammal,0.6936470556015963,9,81
383,feature_Is mammal,0.6936470556015963,9,81
387,feature_Is mammal,1.9460529959950605,9,81
388,feature_Is mammal,1.8446147089347384,9,81
389,feature_Is mammal,1.5224992812266454,9,81
390,feature_Is mammal,0.0009995003330834232,9,81
394,feature_Is mammal,1.3865443298750981,9,81
395,feature_Is mammal,1.1516424740191815,9,81
396,feature_Is mammal,0.0009995003330834232,9,81
397,feature_Is mammal,1.3865443298750981,9,81
398,feature_Is mammal,2.1973356822749484,9,81
482,feature_Is mammal,1.3865443298750981,9,81
483,feature_Is mammal,1.3865443298750981,9,81
484,feature_Is mammal,1.9460529959950605,9,81
487,feature_Is mammal,1.9460529959950605,9,81
488,feature_Is mammal,1.09894556645823,9,81
493,feature_Is mammal,0.0009995003330834232,9,81
495,feature_Is mammal,1.09894556645823,9,81
497,feature_Is mammal,1.3865443298750981,9,81
576,feature_Is mammal,1.3865443298750981,9,81
578,feature_Is mammal,0.0009995003330834232,9,81
581,feature_Is mammal,1.2427865888044862,9,81
582,feature_Is mammal,1.3865443298750981,9,81
584,feature_Is mammal,1.1516424740191815,9,81
586,feature_Is mammal,1.09894556645823,9,81
587,feature_Is mammal,1.09894556645823,9,81
591,feature_Is mammal,1.7919261220073759,9,81
593,feature_Is mammal,0.6936470556015963,9,81
595,feature_Is mammal,0.6936470556015963,9,81
597,feature_Is mammal,1.6096378924367667,9,81
677,feature_Is mammal,0.6936470556015963,9,81
680,feature_Is mammal,0.6936470556015963,9,81
682,feature_Is mammal,0.6936470556015963,9,81
683,feature_Is mammal,2.079566533867987,9,81
688,feature_Is mammal,1.7484658721077642,9,81
691,feature_Is mammal,1.09894556645823,9,81
693,feature_Is mammal,1.6096378924367667,9,81
694,feature_Is mammal,1.6096378924367667,9,81
698,feature_Is mammal,0.6936470556015963,9,81
779,feature_Is mammal,0.6936470556015963,9,81
780,feature_Is mammal,1.7919261220073759,9,81
781,feature_Is mammal,0.6936470556015963,9,81
782,feature_Is mammal,0.6936470556015963,9,81
785,feature_Is mammal,1.9561614902155728,9,81
791,feature_Is mammal,1.09894556645823,9,81
794,feature_Is mammal,2.1973356822749484,9,81
795,feature_Is mammal,0.6936470556015963,9,81
796,feature_Is mammal,0.0009995003330834232,9,81
797,feature_Is mammal,1.6474617131970117,9,81
798,feature_Is mammal,1.3865443298750981,9,81
893,feature_Is mammal,2.3026850879943788,9,81
896,feature_Is mammal,0.6936470556015963,9,81
71,feature_Is mammal,1.7919261220073759,10,100
198,feature_Is mammal,2.4849899796493045,10,100
285,feature_Is mammal,1.6096378924367667,10,100
286,feature_Is mammal,1.8446022131523767,10,100
289,feature_Is mammal,1.2427865888044862,10,100
290,feature_Is mammal,2.3979861777572986,10,100
291,feature_Is mammal,0.6936470556015963,10,100
292,feature_Is mammal,1.7919261220073759,10,100
293,feature_Is mammal,2.1973356822749484,10,100
294,feature_Is mammal,1.4454913689382725,10,100
295,feature_Is mammal,1.6662986629350793,10,100
296,feature_Is mammal,1.09894556645823,10,100
381,feature_Is mammal,0.0009995003330834232,10,100
383,feature_Is mammal,2.1973356822749484,10,100
387,feature_Is mammal,1.7919261220073759,10,100
388,feature_Is mammal,2.1973356822749484,10,100
389,feature_Is mammal,0.8962963110299131,10,100
390,feature_Is mammal,1.09894556645823,10,100
395,feature_Is mammal,0.0009995003330834232,10,100
396,feature_Is mammal,2.079566533867987,10,100
397,feature_Is mammal,0.6936470556015963,10,100
398,feature_Is mammal,2.3026850879943788,10,100
478,feature_Is mammal,1.09894556645823,10,100
483,feature_Is mammal,1.3865443298750981,10,100
485,feature_Is mammal,1.6096378924367667,10,100
487,feature_Is mammal,1.7919261220073759,10,100
488,feature_Is mammal,0.0009995003330834232,10,100
493,feature_Is mammal,0.6936470556015963,10,100
496,feature_Is mammal,1.3865443298750981,10,100
576,feature_Is mammal,1.6096378924367667,10,100
578,feature_Is mammal,0.6936470556015963,10,100
581,feature_Is mammal,1.8446022131523767,10,100
582,feature_Is mammal,0.6936470556015963,10,100
586,feature_Is mammal,0.6936470556015963,10,100
593,feature_Is mammal,1.09894556645823,10,100
595,feature_Is mammal,1.09894556645823,10,100
597,feature_Is mammal,1.6096378924367667,10,100
677,feature_Is mammal,2.079566533867987,10,100
680,feature_Is mammal,1.6096378924367667,10,100
682,feature_Is mammal,1.6096378924367667,10,100
683,feature_Is mammal,0.6936470556015963,10,100
688,feature_Is mammal,1.9460529959950605,10,100
691,feature_Is mammal,1.7919261220073759,10,100
693,feature_Is mammal,1.09894556645823,10,100
694,feature_Is mammal,0.6936470556015963,10,100
698,feature_Is mammal,0.6936470556015963,10,100
779,feature_Is mammal,0.0009995003330834232,10,100
781,feature_Is mammal,1.7919261220073759,10,100
782,feature_Is mammal,1.09894556645823,10,100
785,feature_Is mammal,1.2427865888044862,10,100
791,feature_Is mammal,0.6936470556015963,10,100
795,feature_Is mammal,0.0009995003330834232,10,100
796,feature_Is mammal,1.09894556645823,10,100
797,feature_Is mammal,2.2155214878221825,10,100
798,feature_Is mammal,1.09894556645823,10,100
893,feature_Is mammal,0.6936470556015963,10,100
896,feature_Is mammal,1.09894556645823,10,100
71,feature_Is mammal,2.3026850879943788,11,121
198,feature_Is mammal,1.09894556645823,11,121
285,feature_Is mammal,0.6936470556015963,11,121
286,feature_Is mammal,1.7007820072220712,11,121
289,feature_Is mammal,1.9357463279376814,11,121
290,feature_Is mammal,2.3026850879943788,11,121
291,feature_Is mammal,2.3026850879943788,11,121
293,feature_Is mammal,1.7919261220073759,11,121
294,feature_Is mammal,1.3198500257983286,11,121
295,feature_Is mammal,1.4980911111559325,11,121
296,feature_Is mammal,0.0009995003330834232,11,121
380,feature_Is mammal,1.7919261220073759,11,121
381,feature_Is mammal,1.09894556645823,11,121
383,feature_Is mammal,1.9460529959950605,11,121
387,feature_Is mammal,0.6936470556015963,11,121
388,feature_Is mammal,1.9460529959950605,11,121
389,feature_Is mammal,1.6096378924367667,11,121
395,feature_Is mammal,0.0009995003330834232,11,121
396,feature_Is mammal,1.6096378924367667,11,121
397,feature_Is mammal,0.6936470556015963,11,121
483,feature_Is mammal,2.3979861777572986,11,121
485,feature_Is mammal,1.3865443298750981,11,121
488,feature_Is mammal,0.6936470556015963,11,121
493,feature_Is mammal,1.3865443298750981,11,121
497,feature_Is mammal,1.6096378924367667,11,121
576,feature_Is mammal,1.3865443298750981,11,121
578,feature_Is mammal,1.09894556645823,11,121
581,feature_Is mammal,1.2427865888044862,11,121
586,feature_Is mammal,1.09894556645823,11,121
587,feature_Is mammal,1.7919261220073759,11,121
593,feature_Is mammal,1.09894556645823,11,121
595,feature_Is mammal,0.0009995003330834232,11,121
680,feature_Is mammal,2.3026850879943788,11,121
682,feature_Is mammal,0.0009995003330834232,11,121
688,feature_Is mammal,0.6936470556015963,11,121
693,feature_Is mammal,2.3026850879943788,11,121
694,feature_Is mammal,0.6936470556015963,11,121
779,feature_Is mammal,0.6936470556015963,11,121
781,feature_Is mammal,1.3865443298750981,11,121
785,feature_Is mammal,2.1973356822749484,11,121
795,feature_Is mammal,1.09894556645823,11,121
796,feature_Is mammal,1.6096378924367667,11,121
797,feature_Is mammal,2.3026850879943788,11,121
798,feature_Is mammal,1.3865443298750981,11,121
893,feature_Is mammal,0.0009995003330834232,11,121
896,feature_Is mammal,1.09894556645823,11,121
71,feature_Is mammal,1.6096378924367667,12,144
198,feature_Is mammal,0.6936470556015963,12,144
285,feature_Is mammal,1.09894556645823,12,144
287,feature_Is mammal,1.6096378924367667,12,144
289,feature_Is mammal,1.6096378924367667,12,144
294,feature_Is mammal,1.4454913689382725,12,144
295,feature_Is mammal,2.3026850879943788,12,144
296,feature_Is mammal,1.6096378924367667,12,144
381,feature_Is mammal,1.09894556645823,12,144
387,feature_Is mammal,1.09894556645823,12,144
388,feature_Is mammal,2.4849899796493045,12,144
389,feature_Is mammal,0.6936470556015963,12,144
395,feature_Is mammal,0.6936470556015963,12,144
396,feature_Is mammal,1.09894556645823,12,144
397,feature_Is mammal,1.09894556645823,12,144
483,feature_Is mammal,1.09894556645823,12,144
493,feature_Is mammal,0.0009995003330834232,12,144
578,feature_Is mammal,1.3865443298750981,12,144
581,feature_Is mammal,0.8962963110299131,12,144
587,feature_Is mammal,1.9460529959950605,12,144
594,feature_Is mammal,1.7919261220073759,12,144
595,feature_Is mammal,0.6936470556015963,12,144
597,feature_Is mammal,1.09894556645823,12,144
680,feature_Is mammal,1.3865443298750981,12,144
682,feature_Is mammal,1.6096378924367667,12,144
688,feature_Is mammal,0.6936470556015963,12,144
693,feature_Is mammal,1.6096378924367667,12,144
694,feature_Is mammal,1.3865443298750981,12,144
779,feature_Is mammal,0.0009995003330834232,12,144
781,feature_Is mammal,1.7919261220073759,12,144
785,feature_Is mammal,1.3865443298750981,12,144
795,feature_Is mammal,0.6936470556015963,12,144
893,feature_Is mammal,0.6936470556015963,12,144
896,feature_Is mammal,-6.907755278982137,12,144
285,feature_Is mammal,0.6936470556015963,13,169
289,feature_Is mammal,1.9460529959950605,13,169
293,feature_Is mammal,1.6096378924367667,13,169
294,feature_Is mammal,1.09894556645823,13,169
296,feature_Is mammal,1.09894556645823,13,169
380,feature_Is mammal,1.09894556645823,13,169
381,feature_Is mammal,1.09894556645823,13,169
389,feature_Is mammal,1.3866067947347918,13,169
395,feature_Is mammal,1.09894556645823,13,169
397,feature_Is mammal,1.3865443298750981,13,169
587,feature_Is mammal,2.4849899796493045,13,169
594,feature_Is mammal,2.079566533867987,13,169
595,feature_Is mammal,0.6936470556015963,13,169
680,feature_Is mammal,0.6936470556015963,13,169
682,feature_Is mammal,1.6096378924367667,13,169
688,feature_Is mammal,0.0009995003330834232,13,169
693,feature_Is mammal,1.09894556645823,13,169
694,feature_Is mammal,1.7919261220073759,13,169
779,feature_Is mammal,1.09894556645823,13,169
781,feature_Is mammal,1.3865443298750981,13,169
785,feature_Is mammal,1.09894556645823,13,169
795,feature_Is mammal,0.0009995003330834232,13,169
893,feature_Is mammal,1.3865443298750981,13,169
896,feature_Is mammal,1.7919261220073759,13,169
285,feature_Is mammal,1.3865443298750981,14,196
294,feature_Is mammal,2.3026850879943788,14,196
296,feature_Is mammal,0.0009995003330834232,14,196
380,feature_Is mammal,0.6936470556015963,14,196
381,feature_Is mammal,1.09894556645823,14,196
389,feature_Is mammal,0.34732327796733986,14,196
395,feature_Is mammal,1.09894556645823,14,196
397,feature_Is mammal,0.6936470556015963,14,196
581,feature_Is mammal,1.09894556645823,14,196
588,feature_Is mammal,1.7919261220073759,14,196
595,feature_Is mammal,1.09894556645823,14,196
680,feature_Is mammal,1.9460529959950605,14,196
682,feature_Is mammal,0.6936470556015963,14,196
688,feature_Is mammal,1.9460529959950605,14,196
693,feature_Is mammal,0.6936470556015963,14,196
