,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,invalid,response_len,response_num_words,order,RT
3617,2720,1,1612481427384,1612481431048,stokstaartje,meerkat,meerkat,meerkat,0.0,7,1,10,3.664
3618,2720,1,1612481431048,1612481431932,koala,koala,koala,koala,0.0,5,1,11,0.884
3619,2720,1,1612481431932,1612481433609,panda,panda,panda,panda,0.0,5,1,12,1.677
3620,2720,1,1612481433609,1612481437100,draak,dragon,dragon,dragon,0.0,6,1,13,3.491
3621,2720,1,1612481437100,1612481447850,vos,fox,fox,fox,0.0,3,1,14,10.75
3622,2720,1,1612481447850,1612481454112,haai,shark,shark,shark,0.0,5,1,15,6.262
3623,2720,1,1612481454112,1612481457528,slak,snail,snail,snail,0.0,5,1,16,3.416
3624,2720,1,1612481457528,1612481460797,vogel,bird,bird,bird,0.0,4,1,17,3.269
3625,2720,1,1612481460797,1612481465652,mier,ant,ant,ant,0.0,3,1,18,4.855
3626,2720,1,1612481465652,1612481469387,sprinkhaan,grasshopper,grasshopper,grasshopper,0.0,11,1,19,3.735
3655,2721,1,1612519080653,1612519096033,Dolfijn,Dolphin,Dolphin,dolphin,0.0,7,1,1,15.38
3656,2721,1,1612519096033,1612519106269,leeuw,lion,lion,lion,0.0,4,1,2,10.236
3657,2721,1,1612519106269,1612519111986,tijger,Tiger,Tiger,tiger,0.0,5,1,3,5.717
3658,2721,1,1612519111986,1612519121504,Hond ,Dog,Dog,dog,0.0,3,1,4,9.518
3659,2721,1,1612519121504,1612519124721,kat,cat,cat,cat,0.0,3,1,5,3.217
3660,2721,1,1612519124721,1612519150704,Papegaai ,Parrot,Parrot,parrot,0.0,6,1,6,25.983
3661,2721,1,1612519150704,1612519159153,zebra,zebra,zebra,zebra,0.0,5,1,7,8.449
3662,2721,1,1612519159153,1612519162789,olifant,elephant,elephant,elephant,0.0,8,1,8,3.636
3681,2722,1,1612520624631,1612520626498,paard,horse,horse,horse,0.0,5,1,1,1.867
3682,2722,1,1612520626498,1612520628194,konijn,rabbit,rabbit,rabbit,0.0,6,1,2,1.696
3683,2722,1,1612520628194,1612520632681,eekhoorn,squirrel,squirrel,squirrel,0.0,8,1,3,4.487
3684,2722,1,1612520632681,1612520634224,leeuw,lion,lion,lion,0.0,4,1,4,1.543
3685,2722,1,1612520634224,1612520635575,tijger,Tiger,Tiger,tiger,0.0,5,1,5,1.351
3686,2722,1,1612520635575,1612520637212,vogel,bird,bird,bird,0.0,4,1,6,1.637
3687,2722,1,1612520637212,1612520640353,aap,monkey,monkey,monkey,0.0,6,1,7,3.141
3688,2722,1,1612520640353,1612520642469,vis,fish,fish,fish,0.0,4,1,8,2.116
3689,2722,1,1612520642469,1612520645608,kangaroo,kangaroo,kangaroo,kangaroo,0.0,8,1,9,3.139
3690,2722,1,1612520645608,1612520646967,hond,dog,dog,dog,0.0,3,1,10,1.359
3691,2722,1,1612520646967,1612520648138,kat,cat,cat,cat,0.0,3,1,11,1.171
3692,2722,1,1612520648138,1612520651602,zeepaard,seahorse,seahorse,sea horse,0.0,8,1,12,3.464
3693,2722,1,1612520651602,1612520663540,leguaan ,iguana,iguana,iguana,0.0,6,1,13,11.938
3694,2722,1,1612520663540,1612520669650,hagedis,lizard,lizard,lizard,0.0,6,1,14,6.11
3695,2722,1,1612520669650,1612520670870,worm,worm,worm,worm,0.0,4,1,15,1.22
3696,2722,1,1612520670870,1612520672524,mier,ant,ant,ant,0.0,3,1,16,1.654
3697,2722,1,1612520672524,1612520673895,hamster,hamster,hamster,hamster,0.0,7,1,17,1.371
3698,2722,1,1612520673895,1612520675915,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,18,2.02
3699,2722,1,1612520675915,1612520679459,rat,rat,rat,rat,0.0,3,1,19,3.544
3732,2723,1,1612521451017,1612521453979,kat,cat,cat,cat,0.0,3,1,1,2.962
3733,2723,1,1612521453979,1612521455231,hond,dog,dog,dog,0.0,3,1,2,1.252
3734,2723,1,1612521455231,1612521456846,muis,mouse,mouse,mouse,0.0,5,1,3,1.615
3735,2723,1,1612521456846,1612521458566,aap,monkey,monkey,monkey,0.0,6,1,4,1.72
3736,2723,1,1612521458566,1612521462600,giraffe,giraffe,giraffe,giraffe,0.0,7,1,5,4.034
3737,2723,1,1612521462600,1612521465854,koe,cow,cow,cow,0.0,3,1,6,3.254
3738,2723,1,1612521465854,1612521467960,schaap,sheep,sheep,sheep,0.0,5,1,7,2.106
3739,2723,1,1612521467960,1612521475598,hamster,hamster,hamster,hamster,0.0,7,1,8,7.638
3740,2723,1,1612521475598,1612521478224,gerbil,gerbil,gerbil,gerbil,0.0,6,1,9,2.626
3741,2723,1,1612521478224,1612521483814,rat,rat,rat,rat,0.0,3,1,10,5.59
3742,2723,1,1612521483814,1612521491658,vogel,bird,bird,bird,0.0,4,1,11,7.844
3743,2723,1,1612521491658,1612521496886,tijger,Tiger,Tiger,tiger,0.0,5,1,12,5.228
3744,2723,1,1612521496886,1612521499271,panda,panda,panda,panda,0.0,5,1,13,2.385
3745,2723,1,1612521499271,1612521505215,varken,pig,pig,pig,0.0,3,1,14,5.944
3746,2723,1,1612521505215,1612521508593,kip,chicken,chicken,chicken,0.0,7,1,15,3.378
3747,2723,1,1612521508593,1612521516742,krokodil,crocodile,crocodile,crocodile,0.0,9,1,16,8.149
3748,2723,1,1612521516742,1612521518683,vis,fish,fish,fish,0.0,4,1,17,1.941
3749,2723,1,1612521518683,1612521521643,leeuw,lion,lion,lion,0.0,4,1,18,2.96
3750,2723,1,1612521521643,1612521526271,geit,goat,goat,goat,0.0,4,1,19,4.628
3773,2724,1,1612523644874,1612523645895,kat,cat,cat,cat,0.0,3,1,1,1.021
3774,2724,1,1612523645895,1612523647375,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,2,1.48
3775,2724,1,1612523647375,1612523649779,geit,goat,goat,goat,0.0,4,1,3,2.404
3776,2724,1,1612523649779,1612523651041,schaap,sheep,sheep,sheep,0.0,5,1,4,1.262
3777,2724,1,1612523651041,1612523651759,koe,cow,cow,cow,0.0,3,1,5,0.718
3778,2724,1,1612523651759,1612523652973,wolf,Wolf,Wolf,wolf,0.0,4,1,6,1.214
3779,2724,1,1612523652973,1612523654855,vos,fox,fox,fox,0.0,3,1,7,1.882
3780,2724,1,1612523654855,1612523656677,kip,chicken,chicken,chicken,0.0,7,1,8,1.822
3781,2724,1,1612523656807,1612523657839,paard,horse,horse,horse,0.0,5,1,9,1.032
3782,2724,1,1612523657839,1612523660883,haan,rooster,rooster,rooster,0.0,7,1,10,3.044
3784,2724,1,1612523662863,1612523663911,aap,monkey,monkey,monkey,0.0,6,1,11,1.048
3785,2724,1,1612523663911,1612523666567,schildpad,turtle,turtle,turtle,0.0,6,1,12,2.656
3786,2724,1,1612523666567,1612523668139,hagedis,lizard,lizard,lizard,0.0,6,1,13,1.572
3787,2724,1,1612523668139,1612523668911,mier,ant,ant,ant,0.0,3,1,14,0.772
3788,2724,1,1612523668911,1612523670266,vogel,bird,bird,bird,0.0,4,1,15,1.355
3789,2724,1,1612523670266,1612523673131,bij,bee,bee,bee,0.0,3,1,16,2.865
3790,2724,1,1612523673131,1612523673949,wesp,wasp,wasp,wasp,0.0,4,1,17,0.818
3791,2724,1,1612523673949,1612523676981,mug,mosquito,mosquito,mosquito,0.0,8,1,18,3.032
3792,2724,1,1612523676981,1612523679572,vlieg,fly,fly,fly,0.0,3,1,19,2.591
3888,2726,1,1612533330590,1612533332372,paard,horse,horse,horse,0.0,5,1,1,1.782
3889,2726,1,1612533332372,1612533333290,koe,cow,cow,cow,0.0,3,1,2,0.918
3890,2726,1,1612533333290,1612533335764,nijlpaard,hippopotamus,hippopotamus,hippopotamus,0.0,12,1,3,2.474
3891,2726,1,1612533335764,1612533338145,giraf,giraffe,giraffe,giraffe,0.0,7,1,4,2.381
3892,2726,1,1612533338145,1612533338983,hond,dog,dog,dog,0.0,3,1,5,0.838
3893,2726,1,1612533338983,1612533339764,kat,cat,cat,cat,0.0,3,1,6,0.781
3894,2726,1,1612533339764,1612533341016,muis,mouse,mouse,mouse,0.0,5,1,7,1.252
3895,2726,1,1612533341016,1612533341737,rat,rat,rat,rat,0.0,3,1,8,0.721
3896,2726,1,1612533341737,1612533346312,leeuw,lion,lion,lion,0.0,4,1,9,4.575
3897,2726,1,1612533346312,1612533348220,tijger,Tiger,Tiger,tiger,0.0,5,1,10,1.908
3898,2726,1,1612533348220,1612533350645,olifant,elephant,elephant,elephant,0.0,8,1,11,2.425
3899,2726,1,1612533350645,1612533359757,konijn,rabbit,rabbit,rabbit,0.0,6,1,12,9.112
3900,2726,1,1612533359757,1612533362101,vogel,bird,bird,bird,0.0,4,1,13,2.344
3901,2726,1,1612533362101,1612533364807,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,14,2.706
3902,2726,1,1612533364807,1612533365995,haai,shark,shark,shark,0.0,5,1,15,1.188
3903,2726,1,1612533365995,1612533375952,varken,pig,pig,pig,0.0,3,1,16,9.957
3904,2726,1,1612533375952,1612533380307,buffel,buffalo,buffalo,buffalo,0.0,7,1,17,4.355
3905,2726,1,1612533380307,1612533381044,os,ox,ox,ox,0.0,2,1,18,0.737
3906,2726,1,1612533381044,1612533400865,aap,monkey,monkey,monkey,0.0,6,1,19,19.821
3962,2728,1,1612535159487,1612535162458,kat,cat,cat,cat,0.0,3,1,1,2.971
3963,2728,1,1612535162458,1612535164074,konijn,rabbit,rabbit,rabbit,0.0,6,1,2,1.616
3964,2728,1,1612535164074,1612535165724,leeuw,lion,lion,lion,0.0,4,1,3,1.65
3965,2728,1,1612535165724,1612535168094,zeemeeuw,seagull,seagull,seagull,0.0,7,1,4,2.37
3966,2728,1,1612535168094,1612535169628,aap,monkey,monkey,monkey,0.0,6,1,5,1.534
3967,2728,1,1612535169628,1612535172072,gorilla,gorilla,gorilla,gorilla,0.0,7,1,6,2.444
3968,2728,1,1612535172072,1612535182141,inktvis,calamari,calamari,squid,0.0,8,1,7,10.069
3969,2728,1,1612535182141,1612535185456,goudvis,goldfish,goldfish,goldfish,0.0,8,1,8,3.315
3970,2728,1,1612535185456,1612535188810,zeebaars,sea ​​bass,sea bass,sea bass,0.0,8,2,9,3.354
3971,2728,1,1612535188810,1612535191867,zeeleeuw,sea ​​lion,sea lion,sea lion,0.0,8,2,10,3.057
3972,2728,1,1612535191867,1612535194863,vlinder,butterfly,butterfly,butterfly,0.0,9,1,11,2.996
3973,2728,1,1612535194863,1612535197905,mees,tit,tit,tit,0.0,3,1,12,3.042
3974,2728,1,1612535197905,1612535206293,hamster,hamster,hamster,hamster,0.0,7,1,13,8.388
3975,2728,1,1612535206293,1612535213728,antilope,antelope,antelope,antelope,0.0,8,1,14,7.435
3976,2728,1,1612535213728,1612535216568,zebra,zebra,zebra,zebra,0.0,5,1,15,2.84
3977,2728,1,1612535216568,1612535223092,krokodil,crocodile,crocodile,crocodile,0.0,9,1,16,6.524
3978,2728,1,1612535223092,1612535231130,zeepaard,seahorse,seahorse,sea horse,0.0,8,1,17,8.038
3979,2728,1,1612535231130,1612535232995,paard,horse,horse,horse,0.0,5,1,18,1.865
3980,2728,1,1612535232995,1612535235583,koe,cow,cow,cow,0.0,3,1,19,2.588
4022,2729,1,1612536226608,1612536230506,kat,cat,cat,cat,0.0,3,1,1,3.898
4023,2729,1,1612536230506,1612536231704,koe,cow,cow,cow,0.0,3,1,2,1.198
4024,2729,1,1612536231704,1612536234606,muis,mouse,mouse,mouse,0.0,5,1,3,2.902
4025,2729,1,1612536234606,1612536238373,olifant,elephant,elephant,elephant,0.0,8,1,4,3.767
4026,2729,1,1612536238373,1612536246989,giraffe,giraffe,giraffe,giraffe,0.0,7,1,5,8.616
4027,2729,1,1612536246989,1612536250389,vogel,bird,bird,bird,0.0,4,1,6,3.4
4029,2729,1,1612536255011,1612536270598,insect,insect,insect,insect,0.0,6,1,8,15.587
4034,2729,1,1612536277476,1612536282512,slang,snake,snake,snake,0.0,5,1,9,5.036
4035,2729,1,1612536282512,1612536291998,struisvogel,ostrich,ostrich,ostrich,0.0,7,1,10,9.486
4036,2729,1,1612536291998,1612536298132,panter,panther,panther,panther,0.0,7,1,11,6.134
4037,2729,1,1612536298132,1612536305316,leeuw,lion,lion,lion,0.0,4,1,12,7.184
4038,2729,1,1612536305316,1612536308114,hyiena,hyiena,hyiena,hyena,0.0,5,1,13,2.798
4039,2729,1,1612536308114,1612536316555,stokstaartje,meerkat,meerkat,meerkat,0.0,7,1,14,8.441
4040,2729,1,1612536316555,1612536322777,nijlpaard,hippopotamus,hippopotamus,hippopotamus,0.0,12,1,15,6.222
4041,2729,1,1612536322777,1612536327354,zebra,zebra,zebra,zebra,0.0,5,1,16,4.577
4069,2730,1,1612537628731,1612537638479,vissen,fishing,fishing,fish,0.0,7,1,1,9.748
4071,2730,1,1612537641752,1612537644122,vogel,bird,bird,bird,0.0,4,1,3,2.37
4072,2730,1,1612537644122,1612537646839,koe,cow,cow,cow,0.0,3,1,4,2.717
4073,2730,1,1612537646839,1612537670338,jaguar,jaguar,jaguar,jaguar,0.0,6,1,5,23.499
4074,2730,1,1612537670338,1612537679186,gorilla,gorilla,gorilla,gorilla,0.0,7,1,6,8.848
4075,2730,1,1612537679186,1612537686513,wolf,Wolf,Wolf,wolf,0.0,4,1,7,7.327
4076,2730,1,1612537686513,1612537690632,tijger,Tiger,Tiger,tiger,0.0,5,1,8,4.119
4077,2730,1,1612537690632,1612537697503,beer,bear,bear,bear,0.0,4,1,9,6.871
4078,2730,1,1612537697503,1612537703445,leeuw,lion,lion,lion,0.0,4,1,10,5.942
4079,2730,1,1612537703445,1612537708197,giraf,giraffe,giraffe,giraffe,0.0,7,1,11,4.752
4080,2730,1,1612537708197,1612537715004,poema,cougar,cougar,cougar,0.0,6,1,12,6.807
4081,2730,1,1612537715004,1612537719254,orka,orca,orca,orca,0.0,4,1,13,4.25
4126,2731,1,1612539016477,1612539017921,hond,dog,dog,dog,0.0,3,1,1,1.444
4127,2731,1,1612539017921,1612539019021,leeuw,lion,lion,lion,0.0,4,1,2,1.1
4128,2731,1,1612539019021,1612539020052,zebra,zebra,zebra,zebra,0.0,5,1,3,1.031
4129,2731,1,1612539020052,1612539021769,giraffe,giraffe,giraffe,giraffe,0.0,7,1,4,1.717
4130,2731,1,1612539021769,1612539023916,olifant,elephant,elephant,elephant,0.0,8,1,5,2.147
4131,2731,1,1612539023916,1612539029991,nijlpaard,hippopotamus,hippopotamus,hippopotamus,0.0,12,1,6,6.075
4132,2731,1,1612539029991,1612539031796,drommedaris,drommedary,drommedary,dromedary,0.0,9,1,7,1.805
4133,2731,1,1612539031796,1612539033693,eekhoorn,squirrel,squirrel,squirrel,0.0,8,1,8,1.897
4134,2731,1,1612539033693,1612539034506,vis,fish,fish,fish,0.0,4,1,9,0.813
4135,2731,1,1612539034506,1612539035781,pissebe,pissebe,pissebe,woodlice,0.0,7,1,10,1.275
4136,2731,1,1612539035781,1612539038441,insect,insect,insect,insect,0.0,6,1,11,2.66
4137,2731,1,1612539038441,1612539040012,rendier,reindeer,reindeer,reindeer,0.0,8,1,12,1.571
4138,2731,1,1612539040012,1612539042067,luipaard,leopard,leopard,leopard,0.0,7,1,13,2.055
4139,2731,1,1612539042067,1612539043772,luiaard,sloth,sloth,sloth,0.0,5,1,14,1.705
4140,2731,1,1612539043772,1612539047040,vos,fox,fox,fox,0.0,3,1,15,3.268
4141,2731,1,1612539047040,1612539049987,roodborst,robin,robin,robin,0.0,5,1,16,2.947
4142,2731,1,1612539049987,1612539050966,aap,monkey,monkey,monkey,0.0,6,1,17,0.979
4144,2731,1,1612539053312,1612539056135,bij,bee,bee,bee,0.0,3,1,19,2.823
4216,2735,1,1612544404866,1612544408658,Hond,Dog,Dog,dog,0.0,3,1,1,3.792
4217,2735,1,1612544408658,1612544409773,Kat,Cat,Cat,cat,0.0,3,1,2,1.115
4218,2735,1,1612544409773,1612544414123,Kakkerlak,Cockroach,Cockroach,cockroach,0.0,9,1,3,4.35
4219,2735,1,1612544414123,1612544416052,Kikker,Frog,Frog,frog,0.0,4,1,4,1.929
4220,2735,1,1612544416052,1612544417780,Pad,Path,Path,toad,0.0,4,1,5,1.728
4221,2735,1,1612544417780,1612544420031,Slang,Snake,Snake,snake,0.0,5,1,6,2.251
4222,2735,1,1612544420031,1612544423536,Cobra,Cobra,Cobra,cobra,0.0,5,1,7,3.505
4223,2735,1,1612544423536,1612544426279,Boa,Boa,Boa,boa,0.0,3,1,8,2.743
4224,2735,1,1612544426279,1612544430341,Mamba,Mamba,Mamba,mamba,0.0,5,1,9,4.062
4225,2735,1,1612544430341,1612544435773,Meeuw,Seagull,Seagull,seagull,0.0,7,1,10,5.432
4226,2735,1,1612544435773,1612544439970,Spitsmuis,Shrew,Shrew,shrew,0.0,5,1,11,4.197
4227,2735,1,1612544439970,1612544446405,LEeuw,Lion,Lion,lion,0.0,4,1,12,6.435
4228,2735,1,1612544446405,1612544448970,Zebra,Zebra,Zebra,zebra,0.0,5,1,13,2.565
4229,2735,1,1612544448970,1612544458046,Lemuur,Lemur,Lemur,lemur,0.0,5,1,14,9.076
4230,2735,1,1612544458046,1612544464513,Oerang oetan,Orang-utan,Orangutan,orangutan,0.0,9,1,15,6.467
4231,2735,1,1612544464513,1612544468939,Bonobo,Bonobo,Bonobo,bonobo,0.0,6,1,16,4.426
4232,2735,1,1612544468939,1612544471259,Chimpansee,Chimpanzee,Chimpanzee,chimpanzee,0.0,10,1,17,2.32
4233,2735,1,1612544471259,1612544477433,Adder,Adder,Adder,viper,0.0,5,1,18,6.174
4234,2735,1,1612544477433,1612544482065,rat,rat,rat,rat,0.0,3,1,19,4.632
4286,2739,1,1612549624152,1612549625126,hond,dog,dog,dog,0.0,3,1,1,0.974
4287,2739,1,1612549625126,1612549625952,kat,cat,cat,cat,0.0,3,1,2,0.826
4288,2739,1,1612549625952,1612549627085,muis,mouse,mouse,mouse,0.0,5,1,3,1.133
4289,2739,1,1612549627085,1612549630888,koala,koala,koala,koala,0.0,5,1,4,3.803
4290,2739,1,1612549630888,1612549632719,zeehond,seal,seal,seal,0.0,4,1,5,1.831
4291,2739,1,1612549632719,1612549634050,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,6,1.331
4292,2739,1,1612549634050,1612549634892,haai,shark,shark,shark,0.0,5,1,7,0.842
4293,2739,1,1612549634892,1612549637725,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,8,2.833
4294,2739,1,1612549637725,1612549639064,konijn,rabbit,rabbit,rabbit,0.0,6,1,9,1.339
4295,2739,1,1612549639064,1612549640223,haas,hare,hare,hare,0.0,4,1,10,1.159
4296,2739,1,1612549640223,1612549646941,giraf,giraffe,giraffe,giraffe,0.0,7,1,11,6.718
4297,2739,1,1612549646941,1612549650585,olifant,elephant,elephant,elephant,0.0,8,1,12,3.644
4298,2739,1,1612549650585,1612549654055,leeuw,lion,lion,lion,0.0,4,1,13,3.47
4299,2739,1,1612549654055,1612549655248,tijger,Tiger,Tiger,tiger,0.0,5,1,14,1.193
4300,2739,1,1612549655248,1612549659031,aap,monkey,monkey,monkey,0.0,6,1,15,3.783
4301,2739,1,1612549659031,1612549661137,gorilla,gorilla,gorilla,gorilla,0.0,7,1,16,2.106
4303,2739,1,1612549665661,1612549674869,rat,rat,rat,rat,0.0,3,1,17,9.208
4304,2739,1,1612549674869,1612549691078,flamingo,flamingo,flamingo,flamingo,0.0,8,1,18,16.209
4305,2739,1,1612549691078,1612549712094,zebra,zebra,zebra,zebra,0.0,5,1,19,21.016
4366,2740,1,1612559334537,1612559337332,kat,cat,cat,cat,0.0,3,1,1,2.795
4367,2740,1,1612559337332,1612559340867,schildpad,turtle,turtle,turtle,0.0,6,1,2,3.535
4368,2740,1,1612559340867,1612559346164,geit,goat,goat,goat,0.0,4,1,3,5.297
4370,2740,1,1612559349503,1612559355212,konijn,rabbit,rabbit,rabbit,0.0,6,1,5,5.709
4371,2740,1,1612559355212,1612559359405,paard,horse,horse,horse,0.0,5,1,6,4.193
4372,2740,1,1612559359405,1612559361116,koe,cow,cow,cow,0.0,3,1,7,1.711
4373,2740,1,1612559361116,1612559362590,ezel,donkey,donkey,donkey,0.0,6,1,8,1.474
4374,2740,1,1612559362590,1612559365340,giraf ,giraffe,giraffe,giraffe,0.0,7,1,9,2.75
4375,2740,1,1612559365340,1612559384898,leeuw,lion,lion,lion,0.0,4,1,10,19.558
4376,2740,1,1612559384898,1612559388125,tijger,Tiger,Tiger,tiger,0.0,5,1,11,3.227
4377,2740,1,1612559388125,1612559389770,vogel,bird,bird,bird,0.0,4,1,12,1.645
4378,2740,1,1612559389770,1612559394953,Pinguin ,Penguin,Penguin,penguin,0.0,7,1,13,5.183
4379,2740,1,1612559394953,1612559407784,gorilaa,gorilaa,gorilaa,gorilla,0.0,7,1,14,12.831
4380,2740,1,1612559407784,1612559409690,aap,monkey,monkey,monkey,0.0,6,1,15,1.906
4418,2741,1,1612559995228,1612559996507,hond,dog,dog,dog,0.0,3,1,1,1.279
4419,2741,1,1612559996507,1612559998209,vis,fish,fish,fish,0.0,4,1,2,1.702
4421,2741,1,1612560001892,1612560007806,konijn,rabbit,rabbit,rabbit,0.0,6,1,4,5.914
4422,2741,1,1612560007806,1612560009038,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,5,1.232
4423,2741,1,1612560009038,1612560010803,schaap,sheep,sheep,sheep,0.0,5,1,6,1.765
4424,2741,1,1612560010803,1612560012166,geit,goat,goat,goat,0.0,4,1,7,1.363
4425,2741,1,1612560012166,1612560014044,hamster,hamster,hamster,hamster,0.0,7,1,8,1.878
4426,2741,1,1612560014044,1612560015003,koe,cow,cow,cow,0.0,3,1,9,0.959
4427,2741,1,1612560015003,1612560016507,varken,pig,pig,pig,0.0,3,1,10,1.504
4428,2741,1,1612560016507,1612560017972,paard,horse,horse,horse,0.0,5,1,11,1.465
4429,2741,1,1612560017972,1612560028986,pony,pony,pony,pony,0.0,4,1,12,11.014
4430,2741,1,1612560028986,1612560032140,ezel,donkey,donkey,donkey,0.0,6,1,13,3.154
4431,2741,1,1612560032140,1612560033169,gans,Goose,Goose,goose,0.0,5,1,14,1.029
4432,2741,1,1612560033169,1612560035359,eend,duck,duck,duck,0.0,4,1,15,2.19
4433,2741,1,1612560035359,1612560043295,worm,worm,worm,worm,0.0,4,1,16,7.936
4434,2741,1,1612560043295,1612560044961,mier,ant,ant,ant,0.0,3,1,17,1.666
4435,2741,1,1612560044961,1612560048020,bij,bee,bee,bee,0.0,3,1,18,3.059
4436,2741,1,1612560048020,1612560051778,mug,mosquito,mosquito,mosquito,0.0,8,1,19,3.758
4457,2742,1,1612594066416,1612594067799,kat,cat,cat,cat,0.0,3,1,1,1.383
4458,2742,1,1612594067799,1612594071648,paard,horse,horse,horse,0.0,5,1,2,3.849
4459,2742,1,1612594071648,1612594072560,koe,cow,cow,cow,0.0,3,1,3,0.912
4460,2742,1,1612594072560,1612594074097,tijger,Tiger,Tiger,tiger,0.0,5,1,4,1.537
4461,2742,1,1612594074097,1612594087751,Luipaard,Leopard,Leopard,leopard,0.0,7,1,5,13.654
4462,2742,1,1612594088722,1612594095935,papagaai,parrot,parrot,parrot,0.0,6,1,6,7.213
4463,2742,1,1612594095935,1612594102652,gier,vulture,vulture,vulture,0.0,7,1,7,6.717
4464,2742,1,1612594102652,1612594104518,valk,falcon,falcon,falcon,0.0,6,1,8,1.866
4465,2742,1,1612594104518,1612594106851,parkiet,parakeet,parakeet,parakeet,0.0,8,1,9,2.333
4466,2742,1,1612594106851,1612594110266,hamster,hamster,hamster,hamster,0.0,7,1,10,3.415
4467,2742,1,1612594110266,1612594112367,muis,mouse,mouse,mouse,0.0,5,1,11,2.101
4468,2742,1,1612594112367,1612594113303,rat,rat,rat,rat,0.0,3,1,12,0.936
4469,2742,1,1612594113303,1612594115540,kakkerlak,cockroach,cockroach,cockroach,0.0,9,1,13,2.237
4470,2742,1,1612594115540,1612594117432,pisdebed,woodlouse,woodlouse,woodlice,0.0,9,1,14,1.892
4471,2742,1,1612594117432,1612594120323,mug,mosquito,mosquito,mosquito,0.0,8,1,15,2.891
4472,2742,1,1612594120323,1612594125773,worm,worm,worm,worm,0.0,4,1,16,5.45
4473,2742,1,1612594125773,1612594127037,vis,fish,fish,fish,0.0,4,1,17,1.264
4474,2742,1,1612594127037,1612594128425,haai,shark,shark,shark,0.0,5,1,18,1.388
4475,2742,1,1612594128425,1612594130870,inktvis,calamari,calamari,squid,0.0,8,1,19,2.445
4529,2745,1,1612609111915,1612609112651,hond,dog,dog,dog,0.0,3,1,1,0.736
4530,2745,1,1612609112651,1612609113870,muis,mouse,mouse,mouse,0.0,5,1,2,1.219
4531,2745,1,1612609113870,1612609114557,kat,cat,cat,cat,0.0,3,1,3,0.687
4532,2745,1,1612609114557,1612609116957,kip,chicken,chicken,chicken,0.0,7,1,4,2.4
4533,2745,1,1612609116957,1612609117851,haan,rooster,rooster,rooster,0.0,7,1,5,0.894
4534,2745,1,1612609117851,1612609120173,haai,shark,shark,shark,0.0,5,1,6,2.322
4535,2745,1,1612609120173,1612609121138,vis,fish,fish,fish,0.0,4,1,7,0.965
4536,2745,1,1612609121138,1612609122421,vogel,bird,bird,bird,0.0,4,1,8,1.283
4537,2745,1,1612609122421,1612609124475,leeuw,lion,lion,lion,0.0,4,1,9,2.054
4538,2745,1,1612609124475,1612609125704,tijger,Tiger,Tiger,tiger,0.0,5,1,10,1.229
4539,2745,1,1612609125704,1612609126745,olifant,elephant,elephant,elephant,0.0,8,1,11,1.041
4540,2745,1,1612609126745,1612609129983,meeuw,seagull,seagull,seagull,0.0,7,1,12,3.238
4541,2745,1,1612609129983,1612609138609,vlinder,butterfly,butterfly,butterfly,0.0,9,1,13,8.626
4542,2745,1,1612609138609,1612609139761,rups,caterpillar,caterpillar,caterpillar,0.0,11,1,14,1.152
4543,2745,1,1612609139761,1612609146020,leguaan,iguana,iguana,iguana,0.0,6,1,15,6.259
4544,2745,1,1612609146020,1612609152005,panter,panther,panther,panther,0.0,7,1,16,5.985
4545,2745,1,1612609152005,1612609155728,vogelbekdier,platypus,platypus,platypus,0.0,8,1,17,3.723
4546,2745,1,1612609155728,1612609158418,stokstaartje,meerkat,meerkat,meerkat,0.0,7,1,18,2.69
4547,2745,1,1612609158418,1612609161097,koe,cow,cow,cow,0.0,3,1,19,2.679
4580,2746,1,1612617799184,1612617800929,kat,cat,cat,cat,0.0,3,1,1,1.745
4581,2746,1,1612617800929,1612617802256,muis,mouse,mouse,mouse,0.0,5,1,2,1.327
4582,2746,1,1612617802256,1612617803145,rat,rat,rat,rat,0.0,3,1,3,0.889
4583,2746,1,1612617803145,1612617803784,aap,monkey,monkey,monkey,0.0,6,1,4,0.639
4584,2746,1,1612617803784,1612617805570,tijger,Tiger,Tiger,tiger,0.0,5,1,5,1.786
4585,2746,1,1612617805570,1612617807552,paard,horse,horse,horse,0.0,5,1,6,1.982
4586,2746,1,1612617807552,1612617808336,koe,cow,cow,cow,0.0,3,1,7,0.784
4587,2746,1,1612617808336,1612617809720,varken,pig,pig,pig,0.0,3,1,8,1.384
4588,2746,1,1612617809720,1612617811408,schaap,sheep,sheep,sheep,0.0,5,1,9,1.688
4589,2746,1,1612617811408,1612617812416,mier,ant,ant,ant,0.0,3,1,10,1.008
4590,2746,1,1612617812416,1612617813665,slang,snake,snake,snake,0.0,5,1,11,1.249
4591,2746,1,1612617813665,1612617817880,panther,panther,panther,panther,0.0,7,1,12,4.215
4592,2746,1,1612617817880,1612617821184,hond,dog,dog,dog,0.0,3,1,13,3.304
4593,2746,1,1612617821184,1612617823661,vleermuis,bat,bat,bat,0.0,3,1,14,2.477
